Main Category,"Agri/
Non Agri",Product Segment,Material Group Description,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder
SWR SELFIT FITTINGS,PLUMBING & SANITATION,FITTINGS,SWR SELFIT FITTINGS,SF1677,110 X 110 TR.NAHANI W/O JALI SINGLE PC,,166.50,Price Per NO.,NAHANI TRAP WITH OUT JALI,24,SWR SELFIT NAHANI TRAP WITHOUT JALI SINGLE PIECE
,,,,,,,,,,,
,,,,,,,,,,,
METAL ACCESSARIES,AGRI,FITTINGS,METAL ACCESSARIES,MA1111,"25MM (1"") METAL ADAPTOR SET COLUMN (P1)",No.s,862.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES
METAL ACCESSARIES,AGRI,FITTINGS,METAL ACCESSARIES,MA1112,"32MM(11/4"")METAL ADAPTOR SET COLUMN(P1)",No.s,991.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES
METAL ACCESSARIES,AGRI,FITTINGS,METAL ACCESSARIES,MA1113,"40MM(11/2"")METAL ADAPTOR SET COLUMN(P1)",No.s,1175.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES
METAL ACCESSARIES,AGRI,FITTINGS,METAL ACCESSARIES,MA1114,"50MM(2"") METAL ADAPTOR SET COLUMN (P1)",No.s,1692.00,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES
METAL ACCESSARIES,AGRI,FITTINGS,METAL ACCESSARIES,MA1115,"65MM(21/2"") METAL ADAPTOR SET COLUMN(P1)",No.s,2368.50,PRICE PER NO.,METAL ADAPTOR COLUMN PIPE,1,PVC - U COLUMN PIPE - ACCESSORIES
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1118,160MM 4KG COUPLER (P-8),No.s,263.50,PRICE PER NO.,COUPLER ,8,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1123,63MM 6KG COUPLER (P-50),No.s,34.00,PRICE PER NO.,COUPLER ,50,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1124,75MM 6KG COUPLER (P-40),No.s,44.00,PRICE PER NO.,COUPLER ,40,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1125,90MM 6KG COUPLER (P-30),No.s,75.00,PRICE PER NO.,COUPLER ,30,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1126,110MM 6KG COUPLER (P-15),No.s,121.00,PRICE PER NO.,COUPLER ,15,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1119,140MM 6KG COUPLER (P-8),No.s,234.00,PRICE PER NO.,COUPLER ,8,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1122,160MM 6KG COUPLER (P-8),No.s,317.00,PRICE PER NO.,COUPLER ,8,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1117,20MM 10KG COUPLER (P-500),No.s,7.00,PRICE PER NO.,COUPLER ,500,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1118,25MM 10KG COUPLER (P-250),No.s,7.50,PRICE PER NO.,COUPLER ,250,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1119,32MM 10KG COUPLER (P-200),No.s,10.50,PRICE PER NO.,COUPLER ,200,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1122,40MM 10KG COUPLER (P-100),No.s,14.50,PRICE PER NO.,COUPLER ,100,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1123,50MM 10KG COUPLER (P-50),No.s,21.50,PRICE PER NO.,COUPLER ,50,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1127,63MM 10KG COUPLER (P70),No.s,88.00,PRICE PER NO.,COUPLER ,70,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1128,75MM 10KG COUPLER (P40),No.s,150.50,PRICE PER NO.,COUPLER ,40,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1129,90MM 10KG COUPLER (P30),No.s,251.00,PRICE PER NO.,COUPLER ,30,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1133,110MM 10KG COUPLER (P15),No.s,375.00,PRICE PER NO.,COUPLER ,15,AGRI M COUPLER
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1134,63MM 6KG ELBOW (P-50),No.s,63.50,PRICE PER NO.,ELBOW 90 DEG,50,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1135,75MM 6KG ELBOW (P-30),No.s,83.50,PRICE PER NO.,ELBOW 90 DEG,30,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1136,90MM 6KG ELBOW (P-20),No.s,152.00,PRICE PER NO.,ELBOW 90 DEG,20,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1137,110MM 6KG ELBOW (P-10),No.s,218.00,PRICE PER NO.,ELBOW 90 DEG,10,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1123,140MM 6KG ELBOW (P-6),No.s,424.00,PRICE PER NO.,ELBOW 90 DEG,6,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1124,160MM 6KG ELBOW (P-4),No.s,638.50,PRICE PER NO.,ELBOW 90 DEG,4,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1125,180MM 6KG ELBOW (P-3),No.s,967.50,PRICE PER NO.,ELBOW 90 DEG,3,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1126,200MM 6KG ELBOW (P-5),No.s,1323.00,PRICE PER NO.,ELBOW 90 DEG,5,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1124,20MM 10KG ELBOW (P-350),No.s,8.50,PRICE PER NO.,ELBOW 90 DEG,350,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1125,25MM 10KG ELBOW (P-200),No.s,11.50,PRICE PER NO.,ELBOW 90 DEG,200,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1126,32MM 10KG ELBOW (P-125),No.s,16.00,PRICE PER NO.,ELBOW 90 DEG,125,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1127,40MM 10KG ELBOW (P-150),No.s,26.00,PRICE PER NO.,ELBOW 90 DEG,150,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1128,50MM 10KG ELBOW (P-75),No.s,46.50,PRICE PER NO.,ELBOW 90 DEG,75,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1138,63MM 10KG ELBOW (P-50),No.s,86.50,PRICE PER NO.,ELBOW 90 DEG,50,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1139,75MM 10KG ELBOW (P-25),No.s,138.00,PRICE PER NO.,ELBOW 90 DEG,25,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1144,90MM 10KG ELBOW (P-17),No.s,234.00,PRICE PER NO.,ELBOW 90 DEG,17,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1145,110MM 10KG ELBOW (P-10),No.s,414.00,PRICE PER NO.,ELBOW 90 DEG,10,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1127,140MM 10KG ELBOW (P-6),No.s,1013.00,PRICE PER NO.,ELBOW 90 DEG,6,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1128,160MM 10KG ELBOW (P-4),No.s,1800.50,PRICE PER NO.,ELBOW 90 DEG,4,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1129,200MM 10KG ELBOW (P-6),No.s,3706.50,PRICE PER NO.,ELBOW 90 DEG,6,AGRI M ELBOW 90∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1158,63MM 6KG ELBOW 45 DEG (P45),No.s,59.00,PRICE PER NO.,ELBOW 45 DEG,45,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1159,75MM 6KG ELBOW 45 DEG (P40),No.s,78.50,PRICE PER NO.,ELBOW 45 DEG,40,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1166,90MM 6KG ELBOW 45 DEG (P30),No.s,125.00,PRICE PER NO.,ELBOW 45 DEG,30,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1167,110MM 6KG ELBOW 45 DEG (P20),No.s,171.00,PRICE PER NO.,ELBOW 45 DEG,20,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1133,200MM 6KG ELBOW 45 DEG (P4),No.s,973.00,PRICE PER NO.,ELBOW 45 DEG,4,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1146,40MM 10KG ELBOW 45 DEG (P150),No.s,25.00,PRICE PER NO.,ELBOW 45 DEG,150,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1147,50MM 10KG ELBOW 45 DEG (P100),No.s,43.00,PRICE PER NO.,ELBOW 45 DEG,100,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1129,20MM 10KG THRD. ELBOW (P250),No.s,17.00,PRICE PER NO.,THREADED ELBOW 90∞,250,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1133,25MM 10KG THRD. ELBOW (P160),No.s,30.00,PRICE PER NO.,THREADED ELBOW 90∞,160,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1134,32MM 10KG THRD. ELBOW (P100),No.s,47.00,PRICE PER NO.,THREADED ELBOW 90∞,100,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1135,40MM 10KG THRD. ELBOW (P100),No.s,100.50,PRICE PER NO.,THREADED ELBOW 90∞,100,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1136,50MM 10KG THRD. ELBOW (P75),No.s,117.00,PRICE PER NO.,THREADED ELBOW 90∞,75,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1146,63MM 10KG THRD. ELBOW (P60),No.s,196.50,PRICE PER NO.,THREADED ELBOW 90∞,60,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1147,75MM 10KG THRD. ELBOW (P30),No.s,438.50,PRICE PER NO.,THREADED ELBOW 90∞,30,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1148,90MM 10KG THRD. ELBOW (P20),No.s,601.00,PRICE PER NO.,THREADED ELBOW 90∞,20,AGRI M ELBOW 90∞ - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1139,20MM 10KG ELBOW 45 DEG (P400),No.s,8.50,PRICE PER NO.,ELBOW 45 DEG,400,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1144,25MM 10KG ELBOW 45 DEG (P250),No.s,11.50,PRICE PER NO.,ELBOW 45 DEG,250,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1145,32MM 10KG ELBOW 45 DEG (P150),No.s,20.00,PRICE PER NO.,ELBOW 45 DEG,150,AGRI M ELBOW 45∞
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1399,63MM 6KG TEE (P-40),No.s,73.00,PRICE PER NO.,TEE,40,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1444,75MM 6KG TEE (P-20),No.s,108.50,PRICE PER NO.,TEE,20,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1445,90MM 6KG TEE (P-15),No.s,175.50,PRICE PER NO.,TEE,15,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1446,110MM 6KG TEE (P-8),No.s,295.00,PRICE PER NO.,TEE,8,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1258,140MM 6KG TEE (P-4),No.s,568.00,PRICE PER NO.,TEE,4,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1259,160MM 6KG TEE (P-3),No.s,934.50,PRICE PER NO.,TEE,3,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1266,180MM 6KG TEE (P-4),No.s,1262.00,PRICE PER NO.,TEE,4,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1267,200MM 6KG TEE (P-3),No.s,1729.50,PRICE PER NO.,TEE,3,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1236,20MM 10KG TEE (P-250),No.s,11.00,PRICE PER NO.,TEE,250,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1237,25MM 10KG TEE (P-150),No.s,15.00,PRICE PER NO.,TEE,150,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1238,32MM 10KG TEE (P-75),No.s,21.00,PRICE PER NO.,TEE,75,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1239,40MM 10KG TEE (P-100),No.s,35.00,PRICE PER NO.,TEE,100,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1244,50MM 10KG TEE (P-50),No.s,62.50,PRICE PER NO.,TEE,50,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1447,63MM 10KG TEE (P-30),No.s,115.00,PRICE PER NO.,TEE,30,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1448,75MM 10KG TEE (P-21),No.s,189.00,PRICE PER NO.,TEE,21,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1449,90MM 10KG TEE (P-13),No.s,315.50,PRICE PER NO.,TEE,13,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1455,110MM 10KG TEE (P-8),No.s,558.00,PRICE PER NO.,TEE,8,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1268,140MM 10KG TEE (P-4),No.s,1409.50,PRICE PER NO.,TEE,4,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1269,160MM 10KG TEE (P-3),No.s,2358.00,PRICE PER NO.,TEE,3,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1277,200MM 10KG TEE (P-4),No.s,4972.00,PRICE PER NO.,TEE,4,AGRI M TEE
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1245,25MM x 20MM'' BRASS TEE (P-100),No.s,139.50,PRICE PER NO.,BRASS TEE,100,AGRI M TEE - BRASS INSERT
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1168,75MM 6KG END CAP (P-100),No.s,53.50,PRICE PER NO.,END CAP,100,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1169,90MM 6KG END CAP (P-50),No.s,80.00,PRICE PER NO.,END CAP,50,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1177,110MM 6KG END CAP (P-30),No.s,129.00,PRICE PER NO.,END CAP,30,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1134,140MM 6KG END CAP (P-15),No.s,183.50,PRICE PER NO.,END CAP,15,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1135,160MM 6KG END CAP (P-12),No.s,221.50,PRICE PER NO.,END CAP,12,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1136,180MM 6KG END CAP (P-10),No.s,350.00,PRICE PER NO.,END CAP,10,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1137,200MM 6KG END CAP (P-6),No.s,468.50,PRICE PER NO.,END CAP,6,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1148,20MM 10KG END CAP (P-500),No.s,4.00,PRICE PER NO.,END CAP,500,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1149,25MM 10KG END CAP (P-400),No.s,5.50,PRICE PER NO.,END CAP,400,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1155,32MM 10KG END CAP (P-300),No.s,8.00,PRICE PER NO.,END CAP,300,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1156,40MM 10KG END CAP (P-100),No.s,14.50,PRICE PER NO.,END CAP,100,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1157,50MM 10KG END CAP (P-75),No.s,21.00,PRICE PER NO.,END CAP,75,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1178,63MM 10KG END CAP (P-100),No.s,40.50,PRICE PER NO.,END CAP,100,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1179,75MM 10KG END CAP (P75),No.s,114.50,PRICE PER NO.,END CAP,75,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1188,90MM 10KG END CAP (P50),No.s,198.00,PRICE PER NO.,END CAP,50,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1189,110MM 10KG END CAP (P25),No.s,304.50,PRICE PER NO.,END CAP,25,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1138,140MM 10KG END CAP (P-12),No.s,623.50,PRICE PER NO.,END CAP,15,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1139,160MM 10KG END CAP (P-12),No.s,876.50,PRICE PER NO.,END CAP,12,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1144,200MM 10KG END CAP (P-15),No.s,1776.50,PRICE PER NO.,END CAP,15,AGRI M END CAP
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1199,75MM 6KG END CAP THRD (P-75),No.s,43.00,PRICE PER NO.,END CAP THREADED,75,AGRI M END CAP - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1222,90MM 6KG END CAP THRD (P-50),No.s,53.00,PRICE PER NO.,END CAP THREADED,50,AGRI M END CAP - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1223,110MM 6KG END CAP THRD (P-30),No.s,79.50,PRICE PER NO.,END CAP THREADED,30,AGRI M END CAP - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1158,40MM 10KG END CAP THRD (P-150),No.s,16.00,PRICE PER NO.,END CAP THREADED,150,AGRI M END CAP - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1159,50MM 10KG END CAP THRD (P-75),No.s,21.50,PRICE PER NO.,END CAP THREADED,75,AGRI M END CAP - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1224,63MM 10KG END CAP THRD (P-150),No.s,40.50,PRICE PER NO.,END CAP THREADED,150,AGRI M END CAP - THREADED
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1225,"63X63MM (2"") 6KG F.T.A. (P-50)",No.s,43.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),50,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1226,"75X63MM (2"") 6KG F.T.A. (P-32)",No.s,57.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),32,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1227,"63X50MM (1 1/2"") 6KG F.T.A. (P-120)",No.s,41.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),120,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1228,"75X75MM (2.1/2"") 6KG F.T.A. (P-40)",No.s,71.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),40,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1229,"90X63MM (2"") 6KG F.T.A. (P-40)",No.s,76.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),40,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1233,"90X75MM (2 1/2"") 6KG F.T.A. (P-40)",No.s,78.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),40,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1234,"90X90MM (3"") 6KG F.T.A. (P-40)",No.s,85.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),40,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1244,"110X75MM(4""X21/2"") 6KG RED. F.T.A.(P-30)",No.s,96.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),30,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1245,"110X90MM (4""X3"") 6KG RED. F.T.A. (P-30)",No.s,100.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),30,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MM1235,"110X110MM (4"") 6KG F.T.A. (P-15)",No.s,150.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),15,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1145,"140X140MM (5"") 6KG F.T.A. (P-12)",No.s,221.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),12,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MH1146,"160X160MM (6"") 6KG F.T.A. (P-9)",No.s,296.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),9,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1166,"20X20MM (1/2"") 10KG F.T.A. (P-500)",No.s,7.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),500,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1167,"25X20MM (1/2"") 10KG F.T.A. (P-300)",No.s,8.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),300,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1168,"25X25MM (3/4"") 10KG F.T.A. (P-300)",No.s,9.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),300,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1169,"32X20MM (1/2"") 10KG F.T.A. (P-200)",No.s,10.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),200,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1177,"32X25MM (3/4"") 10KG F.T.A. (P-200)",No.s,10.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),200,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
AGRI MOULDED FITTING,AGRI,FITTINGS,AGRI MOULDED FITTING,MS1178,"32X32MM (1"") 10KG F.T.A. (P-225)",No.s,10.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A),225,AGRI M FEMALE THREADED ADAPTER (F.T.A.)
