Main Category,"Agri/
Non Agri",Product Segment,Material Group Description,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1139,"33.40MM(1"") UPVC BALL VALVE (P24)",No.s,317.50,PRICE PER NO.,UPVC BALL VALVE,24,ASTM BALL VALVE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1144,"42.16MM(11/4"") UPVC BALL VALVE (P12)",No.s,518.00,PRICE PER NO.,UPVC BALL VALVE,12,ASTM BALL VALVE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1145,"48.26MM (11/2"") UPVC BALL VALVE (P8)",No.s,801.50,PRICE PER NO.,UPVC BALL VALVE,8,ASTM BALL VALVE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1146,"60.32MM(2"") UPVC BALL VALVE (P4)",No.s,1536.50,PRICE PER NO.,UPVC BALL VALVE,4,ASTM BALL VALVE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2335,"21.34MM(1/2"") BLUE HANDLE UPVC BV (P500)",No.s,19.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,500,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2336,"26.67MM(3/4"") BLUE HANDLE UPVC BV (P360)",No.s,25.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,360,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2337,"33.40MM(1"") BLUE HANDLE UPVC BV (P150)",No.s,43.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,150,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2338,"42.16MM(11/4"") BLUE HANDLE UPVC BV (P120",No.s,52.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,120,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2339,"48.26MM (11/2"") BLUE HANDLE UPVC BV (P90",No.s,67.50,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,90,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2344,"60.32MM(2"") BLUE HANDLE UPVC BV (P32)",No.s,123.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,32,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1559,"26.67X21.34MM(3/4X1/2"")RED SH80(P320)",No.s,13.50,PRICE PER NO.,BLUE HANDLE,320,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1566,"33.40X21.34MM(1X1/2"")RED SH80(P210)",No.s,23.50,PRICE PER NO.,REDUCER,210,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1567,"33.40X26.67MM(1X3/4"")RED SH80(P200)",No.s,20.00,PRICE PER NO.,REDUCER,200,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1568,"42.16X21.34MM(11/4X1/2"")RED SH80(P80)",No.s,33.00,PRICE PER NO.,REDUCER,80,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1569,"42.16X26.67MM(11/4X3/4"")RED SH80(P80)",No.s,36.50,PRICE PER NO.,REDUCER,80,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1577,"42.16X33.40MM(11/4X1"")RED SH80(P60)",No.s,31.00,PRICE PER NO.,REDUCER,60,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1578,"48.26X21.34MM(11/2X1/2"")RED SH80(P60)",No.s,38.50,PRICE PER NO.,REDUCER,60,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1579,"48.26X26.67MM(11/2X3/4"")RED SH80(P60)",No.s,41.00,PRICE PER NO.,REDUCER,60,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1588,"48.26X33.40MM(11/2X1"")RED SH80(P120)",No.s,47.00,PRICE PER NO.,REDUCER,120,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1589,"48.26X42.16MM(11/2X11/4"")RED SH80(P40)",No.s,41.00,PRICE PER NO.,REDUCER,40,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1599,"60.32X21.34MM(2X1/2"")RED SH80(P45)",No.s,57.50,PRICE PER NO.,REDUCER,45,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1666,"60.32X26.67MM(2X3/4"")RED SH80(P45)",No.s,58.50,PRICE PER NO.,REDUCER,45,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1667,"60.32X33.40MM(2X1"")RED SH80(P36)",No.s,68.50,PRICE PER NO.,REDUCER,36,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1668,"60.32X42.16MM(2X11/4"")RED SH80(P36)",No.s,71.00,PRICE PER NO.,REDUCER,36,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1669,"60.32X48.26MM(2X11/2"")RED SH80 (P36)",No.s,71.50,PRICE PER NO.,REDUCER,36,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1255,"73.02X21.34MM(21/2X1/2"")RED SH-80 (P48)",No.s,91.00,PRICE PER NO.,REDUCER,48,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1256,73.02X26.67MM(21/2X3/4'')RED SH-80 (P48),No.s,91.50,PRICE PER NO.,REDUCER,48,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1257,"73.02X33.40MM (21/2X1"") RED SH-80 (P48)",No.s,90.00,PRICE PER NO.,REDUCER,48,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1258,"73.02X42.16MM(21/2X11/4"")RED SH-80 (P50)",No.s,108.50,PRICE PER NO.,REDUCER,50,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1259,"73.02X48.26MM(21/2X11/2"")RED SH-80 (P40)",No.s,112.00,PRICE PER NO.,REDUCER,40,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1266,"73.02X60.32MM(21/2X2"")RED SH80(P36)",No.s,114.50,PRICE PER NO.,REDUCER,36,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1267,"88.90X21.34MM(3X1/2"")RED SH80(P24)",No.s,123.00,PRICE PER NO.,REDUCER,24,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1268,"88.90X26.67MM(3X3/4"")RED SH80(P32)",No.s,125.50,PRICE PER NO.,REDUCER,32,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1269,"88.90X33.40MM(3X1"")RED SH80(P32)",No.s,129.50,PRICE PER NO.,REDUCER,32,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1277,"88.90X42.16MM(3X11/4"")RED SH80(P40)",No.s,129.50,PRICE PER NO.,REDUCER,40,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1278,"88.90X48.26MM(3X11/2"")RED SH80(P25)",No.s,145.50,PRICE PER NO.,REDUCER,25,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1279,"88.90X60.32MM(3X2"")RED SH80(P20)",No.s,152.00,PRICE PER NO.,REDUCER,20,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1288,"88.90X73.02MM(3X21/2"")RED SH80(P25)",No.s,170.00,PRICE PER NO.,REDUCER,25,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1289,"114.30X21.34MM(4X1/2"")RED SH80(P20)",No.s,210.50,PRICE PER NO.,REDUCER,20,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1299,"114.30X26.67MM(4X3/4"")RED SH80(P20)",No.s,212.00,PRICE PER NO.,REDUCER,20,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1333,"114.30X33.40MM(4X1"")RED SH80(P20)",No.s,213.50,PRICE PER NO.,REDUCER,20,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1334,"114.30X42.16MM(4X11/4"")RED SH80(P16)",No.s,216.00,PRICE PER NO.,REDUCER,16,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1335,"114.30X48.26MM(4X11/2"")RED SH80(P16)",No.s,217.50,PRICE PER NO.,REDUCER,16,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1336,"114.30X60.32MM(4X2"")RED SH80(P16)",No.s,222.50,PRICE PER NO.,REDUCER,16,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1337,"114.30X73.02MM(4X21/2"")RED SH80(P12)",No.s,272.00,PRICE PER NO.,REDUCER,12,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1338,"114.30X88.90MM(4X3"")RED SH80(P14)",No.s,279.00,PRICE PER NO.,REDUCER,14,ASTM REDUCER
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1111,"26.67X21.34MM(3/4X1/2"")R.BUSH SH80(P700)",No.s,5.00,PRICE PER NO.,REDUCING BUSH,700,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1112,"33.40X21.34MM(1X1/2"")R.BUSH SH80(P420)",No.s,11.50,PRICE PER NO.,REDUCING BUSH,420,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1113,"33.40X26.67MM(1X3/4"")R.BUSH SH80(P490)",No.s,7.50,PRICE PER NO.,REDUCING BUSH,490,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1114,"42.16X26.67MM(11/4X3/4"")R.BUSH SH80(P120",No.s,20.50,PRICE PER NO.,REDUCING BUSH,120,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1115,"42.16X21.34MM(11/4X1/2"")R.BUSH SH80(P96)",No.s,46.50,PRICE PER NO.,REDUCING BUSH,96,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1116,"42.16X33.40MM(11/4X1"")R.BUSH SH80(P240)",No.s,13.00,PRICE PER NO.,REDUCING BUSH,240,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1117,"48.26X21.34MM(11/2 X1/2"")R.BUSHSH80P100",No.s,27.50,PRICE PER NO.,REDUCING BUSH,100,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1118,"48.26X26.67MM(11/2 X3/4"")R.BUSH SH80(P90",No.s,28.00,PRICE PER NO.,REDUCING BUSH,90,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1119,"48.26X33.40MM(11/2X1"")R.BUSH SH80(P200)",No.s,24.50,PRICE PER NO.,REDUCING BUSH,200,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1122,"48.26X42.16MM(11/2X11/4"")R.BUSH SH80(200",No.s,13.00,PRICE PER NO.,REDUCING BUSH,200,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1123,"60.32X21.34MM (2X1/2"") R. BUSH SH80(P56)",No.s,87.50,PRICE PER NO.,REDUCING BUSH,56,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1124,"60.32X26.67MM (2X3/4"") R. BUSH SH80(P48)",No.s,87.50,PRICE PER NO.,REDUCING BUSH,48,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1125,"60.32X33.40MM (2X1"") R. BUSH SH80 (P45)",No.s,49.00,PRICE PER NO.,REDUCING BUSH,45,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1126,"60.32X42.16MM (2X11/4"") R.BUSH SH80(P54)",No.s,45.50,PRICE PER NO.,REDUCING BUSH,54,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1127,"60.32X48.26MM(2X11/2"")R.BUSH SH80(P48)",No.s,36.00,PRICE PER NO.,REDUCING BUSH,48,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1111,"73.02X60.32MM(21/2X2"")R.BUSH SH80 (P50)",No.s,63.00,PRICE PER NO.,REDUCING BUSH,50,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1112,"88.90X48.26MM(3X11/2"")R.BUSH SH80(P56)",No.s,215.50,PRICE PER NO.,REDUCING BUSH,56,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1113,"88.90X60.32MM(3X2"")R.BUSH SH80(P56)",No.s,224.00,PRICE PER NO.,REDUCING BUSH,56,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1114,"88.90X73.02MM(3X21/2"")R.BUSH SH-80 (P32)",No.s,241.00,PRICE PER NO.,REDUCING BUSH,32,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1115,"114.30X60.32MM(4X2"")R.BUSH SH80(P36)",No.s,379.00,PRICE PER NO.,REDUCING BUSH,36,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1116,"114.30X88.90MM(4X3"")R.BUSH SH80(P16)",No.s,402.00,PRICE PER NO.,REDUCING BUSH,16,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1117,"168.28X114.30MM(6""X4"")R.BUSH SH-80 (P14)",No.s,940.00,PRICE PER NO.,REDUCING BUSH,14,ASTM REDUCING BUSH
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1225,"26.67X21.34MM(3/4X1/2"")R.ELBOW SH80(P96)",No.s,25.50,PRICE PER NO.,R.ELBOW 90 DEG,96,ASTM REDUCING ELBOW  90∞
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1226,"33.40X21.34MM (1X1/2"")R.ELBOW SH80 (P160)",No.s,34.00,PRICE PER NO.,R.ELBOW 90 DEG,160,ASTM REDUCING ELBOW  90∞
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1227,"33.40MM (1X3/4"") R.ELBOW SH-80 (P140)",No.s,40.50,PRICE PER NO.,R.ELBOW 90 DEG,140,ASTM REDUCING ELBOW  90∞
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1228,"26.67X21.34MM(3/4X1/2"")BRASS ELBOW(P160)",No.s,134.50,PRICE PER NO.,R.ELBOW 90 DEG,160,ASTM REDUCING ELBOW  90∞ - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1229,"33.40X21.34MM(1X1/2"")BRASS ELBOW (P135)",No.s,148.00,PRICE PER NO.,R.ELBOW 90 DEG,135,ASTM REDUCING ELBOW  90∞ - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1233,"33.40X26.67MM (1X3/4"") BRASS ELBOW (P25)",No.s,179.00,PRICE PER NO.,R.ELBOW 90 DEG,25,ASTM REDUCING ELBOW  90∞ - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1445,"26.67X21.34MM(3/4X1/2"")R.TEE SH80(P68)",No.s,27.00,PRICE PER NO.,REDUCING TEE,68,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1446,"33.40X21.34MM(1X1/2"")R.TEE SH-80(P110)",No.s,43.50,PRICE PER NO.,REDUCING TEE,110,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1447,"33.40X26.67MM(1X3/4"")R.TEE SH80(P99)",No.s,43.50,PRICE PER NO.,REDUCING TEE,99,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1448,"42.16x21.34MM(11/4X1/2"")R.TEE SH80(P24)",No.s,63.00,PRICE PER NO.,REDUCING TEE,24,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1449,"42.16X26.67MM(11/4X3/4"")R.TEE SH80(P24)",No.s,67.00,PRICE PER NO.,REDUCING TEE,24,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1455,"42.16X33.40MM(11/4X1"")R.TEE SH80(P24)",No.s,74.00,PRICE PER NO.,REDUCING TEE,24,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1456,"48.26X21.34MM(11/2X1/2"")R.TEE SH80(P18)",No.s,87.00,PRICE PER NO.,REDUCING TEE,18,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1457,"48.26X26.67MM(11/2X3/4"")R.TEE SH80(P18)",No.s,90.00,PRICE PER NO.,REDUCING TEE,18,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1458,"48.26X33.40MM(11/2X1"")R.TEE SH80(P18)",No.s,95.50,PRICE PER NO.,REDUCING TEE,18,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1459,"48.26X42.16MM(11/2X11/4"")R.TEE SH80(P15)",No.s,101.50,PRICE PER NO.,REDUCING TEE,15,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1466,"60.32X21.34MM(2X1/2"")R.TEE SH80 (P9)",No.s,138.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1467,"60.32X26.67MM(2X3/4"")R.TEE SH80(P9)",No.s,139.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1468,"60.32X33.40MM(2X1"")R.TEE SH80(P9)",No.s,158.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1469,"60.32X42.16MM(2X11/4"")R.TEE SH80(P9)",No.s,148.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1477,"60.32X48.26MM(2X11/2"")R.TEE SH80(P9)",No.s,154.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1222,"73.02X21.34MM(21/2X1/2"")R.TEE SH80(P14)",No.s,243.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1223,"73.02X26.67MM(21/2X3/4"")R.TEE SH80(P14)",No.s,244.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1224,"73.02X33.40MM(21/2X1"")R.TEE SH80 (P14)",No.s,246.50,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1225,"73.02X42.16MM(21/2X11/4"")R.TEE SH80(P14)",No.s,251.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1226,"73.02X48.26MM(21/2X11/2"")R.TEE SH80(P14)",No.s,252.50,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1227,"73.02X60.32MM(21/2X2"")R.TEE SH80(P14)",No.s,260.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1228,"88.90X21.34MM(3X1/2"")R.TEE SH80(P9)",No.s,356.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1229,"88.90X26.67MM(3X3/4"")R.TEE SH80(P9)",No.s,357.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1233,"88.90X33.40MM(3X1"")R.TEE SH80(P9)",No.s,359.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1234,"88.90X42.16MM(3X11/4"")R.TEE SH80(P9)",No.s,362.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1235,"88.90X48.26MM(3X11/2"")R.TEE SH80(P9)",No.s,368.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1236,"88.90X60.32MM(3X2"")R.TEE SH80(P9)",No.s,375.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1237,"88.90X73.02MM(3X21/2"")R.TEE SH80(P9)",No.s,393.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1238,"114.30X21.34MM (4X1/2"") R.TEE SH-80 (P6)",No.s,630.50,PRICE PER NO.,REDUCING TEE,6,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1239,"114.30X26.67MM (4X3/4"") R.TEE SH-80 (P5)",No.s,632.50,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1244,"114.30X33.40MM (4X1"") R.TEE SH-80 (P5)",No.s,636.00,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1245,"114.30X42.16MM (4X11/4"") R.TEE (P5)",No.s,637.50,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1246,"114.30X48.26MM (4X11/2"") R.TEE SH-80(P5)",No.s,640.00,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1247,"114.30X60.32MM (4X2"") R.TEE SH-80 (P5)",No.s,646.50,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1248,"114.30X73.02MM (4X21/2"") R.TEE SH-80(P5)",No.s,663.00,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1249,"114.30X88.90MM (4X3"") R.TEE SH-80 (P4)",No.s,679.50,PRICE PER NO.,REDUCING TEE,4,ASTM REDUCING TEE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1388,"26.67X21.34MM(3/4X1/2"")BRASS TEE(P144)",No.s,138.00,PRICE PER NO.,REDUCING BRASS TEE,144,ASTM REDUCING TEE - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1389,"33.40X21.34MM(1X1/2"")BRASS TEE (P100)",No.s,153.00,PRICE PER NO.,REDUCING BRASS TEE,100,ASTM REDUCING TEE - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1399,"33.40X26.67MM (1X3/4"") BRASS TEE (P20)",No.s,187.00,PRICE PER NO.,REDUCING BRASS TEE,20,ASTM REDUCING TEE - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1444,"42.16X21.34MM(11/4""X1/2"")BRASS TEE(P28)",No.s,184.00,PRICE PER NO.,REDUCING BRASS TEE,28,ASTM REDUCING TEE - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1355,"26.67X21.34MM(3/4X1/2"")BRASS M.T.A.(P144",No.s,160.00,PRICE PER NO.,REDUCING BRASS (M.T.A.),144,ASTM REDUCING MALE THREADED ADAPTER (M.T.A.) BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1356,"33.40X21.34MM(1X1/2"")BRASS M.T.A.(P45)",No.s,169.50,PRICE PER NO.,REDUCING BRASS (M.T.A.),45,ASTM REDUCING MALE THREADED ADAPTER (M.T.A.) BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1357,"33.40X26.67MM(1X3/4"")BRASS M.T.A.(P80)",No.s,277.50,PRICE PER NO.,REDUCING BRASS (M.T.A.),80,ASTM REDUCING MALE THREADED ADAPTER (M.T.A.) BRASS INSERT
