Main Category,"AGRI/
PLUMBING & SANITATION",Product Segment,Material Group Description,Material Code ,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder,Sales Observations (Sachin)
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1117,4715,"48.26X21.34MM(11/2 X1/2"")R.BUSH SH80(P100)",No.s,27.50,PRICE PER NO.,REDUCING BUSH,100,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1118,4716,"48.26X26.67MM(11/2 X3/4"")R.BUSH SH80(P90)",No.s,28.00,PRICE PER NO.,REDUCING BUSH,90,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1119,4717,"48.26X33.40MM(11/2X1"")R.BUSH SH80(P200)",No.s,24.50,PRICE PER NO.,REDUCING BUSH,200,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1122,4718,"48.26X42.16MM(11/2X11/4"")R.BUSH SH80(200)",No.s,13.00,PRICE PER NO.,REDUCING BUSH,200,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1123,4719,"60.32X21.34MM (2X1/2"") R. BUSH SH80(P56)",No.s,87.50,PRICE PER NO.,REDUCING BUSH,56,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1124,4720,"60.32X26.67MM (2X3/4"") R. BUSH SH80(P48)",No.s,87.50,PRICE PER NO.,REDUCING BUSH,48,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1125,4721,"60.32X33.40MM (2X1"") R. BUSH SH80 (P45)",No.s,49.00,PRICE PER NO.,REDUCING BUSH,45,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1126,4722,"60.32X42.16MM (2X11/4"") R.BUSH SH80(P54)",No.s,45.50,PRICE PER NO.,REDUCING BUSH,54,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1127,4723,"60.32X48.26MM(2X11/2"")R.BUSH SH80(P48)",No.s,36.00,PRICE PER NO.,REDUCING BUSH,48,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1111,4724,"73.02X60.32MM(21/2X2"")R.BUSH SH80 (P50)",No.s,63.00,PRICE PER NO.,REDUCING BUSH,50,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1112,4725,"88.90X48.26MM(3X11/2"")R.BUSH SH80(P56)",No.s,215.50,PRICE PER NO.,REDUCING BUSH,56,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1113,4726,"88.90X60.32MM(3X2"")R.BUSH SH80(P56)",No.s,224.00,PRICE PER NO.,REDUCING BUSH,56,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1114,4727,"88.90X73.02MM(3X21/2"")R.BUSH SH-80 (P32)",No.s,241.00,PRICE PER NO.,REDUCING BUSH,32,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1115,4728,"114.30X60.32MM(4X2"")R.BUSH SH80(P36)",No.s,379.00,PRICE PER NO.,REDUCING BUSH,36,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1116,4729,"114.30X88.90MM(4X3"")R.BUSH SH80(P16)",No.s,402.00,PRICE PER NO.,REDUCING BUSH,16,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1117,4730,"168.28X114.30MM(6""X4"")R.BUSH SH-80 (P14)",No.s,940.00,PRICE PER NO.,REDUCING BUSH,14,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1225,4731,"26.67X21.34MM(3/4X1/2"")R.ELBOW SH80(P96)",No.s,25.50,PRICE PER NO.,R.ELBOW 90 DEG,96,ASTM REDUCING ELBOW  90°,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1226,4732,"33.40X21.34MM (1X1/2"")R.ELBOW SH80 (P160)",No.s,34.00,PRICE PER NO.,R.ELBOW 90 DEG,160,ASTM REDUCING ELBOW  90°,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1227,4733,"33.40MM (1X3/4"") R.ELBOW SH-80 (P140)",No.s,40.50,PRICE PER NO.,R.ELBOW 90 DEG,140,ASTM REDUCING ELBOW  90°,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1228,4770,"26.67X21.34MM(3/4X1/2"")BRASS ELBOW(P160)",No.s,134.50,PRICE PER NO.,REDUCING BRASS ELBOW 90 DEG,160,ASTM REDUCING ELBOW  90° - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1229,4771,"33.40X21.34MM(1X1/2"")BRASS ELBOW (P135)",No.s,148.00,PRICE PER NO.,REDUCING BRASS ELBOW 90 DEG,135,ASTM REDUCING ELBOW  90° - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1233,4772,"33.40X26.67MM (1X3/4"") BRASS ELBOW (P25)",No.s,179.00,PRICE PER NO.,REDUCING BRASS ELBOW 90 DEG,25,ASTM REDUCING ELBOW  90° - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1445,4734,"26.67X21.34MM(3/4X1/2"")R.TEE SH80(P68)",No.s,27.00,PRICE PER NO.,REDUCING TEE,68,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1446,4735,"33.40X21.34MM(1X1/2"")R.TEE SH-80(P110)",No.s,43.50,PRICE PER NO.,REDUCING TEE,110,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1447,4736,"33.40X26.67MM(1X3/4"")R.TEE SH80(P99)",No.s,43.50,PRICE PER NO.,REDUCING TEE,99,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1448,4737,"42.16x21.34MM(11/4X1/2"")R.TEE SH80(P24)",No.s,63.00,PRICE PER NO.,REDUCING TEE,24,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1449,4738,"42.16X26.67MM(11/4X3/4"")R.TEE SH80(P24)",No.s,67.00,PRICE PER NO.,REDUCING TEE,24,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1455,4739,"42.16X33.40MM(11/4X1"")R.TEE SH80(P24)",No.s,74.00,PRICE PER NO.,REDUCING TEE,24,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1456,4740,"48.26X21.34MM(11/2X1/2"")R.TEE SH80(P18)",No.s,87.00,PRICE PER NO.,REDUCING TEE,18,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1457,4741,"48.26X26.67MM(11/2X3/4"")R.TEE SH80(P18)",No.s,90.00,PRICE PER NO.,REDUCING TEE,18,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1458,4742,"48.26X33.40MM(11/2X1"")R.TEE SH80(P18)",No.s,95.50,PRICE PER NO.,REDUCING TEE,18,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1459,4743,"48.26X42.16MM(11/2X11/4"")R.TEE SH80(P15)",No.s,101.50,PRICE PER NO.,REDUCING TEE,15,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1466,4744,"60.32X21.34MM(2X1/2"")R.TEE SH80 (P9)",No.s,138.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1467,4745,"60.32X26.67MM(2X3/4"")R.TEE SH80(P9)",No.s,139.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1468,4746,"60.32X33.40MM(2X1"")R.TEE SH80(P9)",No.s,158.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1469,4747,"60.32X42.16MM(2X11/4"")R.TEE SH80(P9)",No.s,148.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1477,4748,"60.32X48.26MM(2X11/2"")R.TEE SH80(P9)",No.s,154.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1222,4749,"73.02X21.34MM(21/2X1/2"")R.TEE SH80(P14)",No.s,243.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1223,4750,"73.02X26.67MM(21/2X3/4"")R.TEE SH80(P14)",No.s,244.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1224,4751,"73.02X33.40MM(21/2X1"")R.TEE SH80 (P14)",No.s,246.50,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1225,4752,"73.02X42.16MM(21/2X11/4"")R.TEE SH80(P14)",No.s,251.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1226,4753,"73.02X48.26MM(21/2X11/2"")R.TEE SH80(P14)",No.s,252.50,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1227,4754,"73.02X60.32MM(21/2X2"")R.TEE SH80(P14)",No.s,260.00,PRICE PER NO.,REDUCING TEE,14,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1228,4755,"88.90X21.34MM(3X1/2"")R.TEE SH80(P9)",No.s,356.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1229,4756,"88.90X26.67MM(3X3/4"")R.TEE SH80(P9)",No.s,357.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1233,4757,"88.90X33.40MM(3X1"")R.TEE SH80(P9)",No.s,359.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1234,4758,"88.90X42.16MM(3X11/4"")R.TEE SH80(P9)",No.s,362.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1235,4759,"88.90X48.26MM(3X11/2"")R.TEE SH80(P9)",No.s,368.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1236,4760,"88.90X60.32MM(3X2"")R.TEE SH80(P9)",No.s,375.00,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1237,4761,"88.90X73.02MM(3X21/2"")R.TEE SH80(P9)",No.s,393.50,PRICE PER NO.,REDUCING TEE,9,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1238,4762,"114.30X21.34MM (4X1/2"") R.TEE SH-80 (P6)",No.s,630.50,PRICE PER NO.,REDUCING TEE,6,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1239,4763,"114.30X26.67MM (4X3/4"") R.TEE SH-80 (P5)",No.s,632.50,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1244,4764,"114.30X33.40MM (4X1"") R.TEE SH-80 (P5)",No.s,636.00,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1245,4765,"114.30X42.16MM (4X11/4"") R.TEE (P5)",No.s,637.50,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1246,4766,"114.30X48.26MM (4X11/2"") R.TEE SH-80(P5)",No.s,640.00,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1247,4767,"114.30X60.32MM (4X2"") R.TEE SH-80 (P5)",No.s,646.50,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1248,4768,"114.30X73.02MM (4X21/2"") R.TEE SH-80(P5)",No.s,663.00,PRICE PER NO.,REDUCING TEE,5,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1249,4769,"114.30X88.90MM (4X3"") R.TEE SH-80 (P4)",No.s,679.50,PRICE PER NO.,REDUCING TEE,4,ASTM REDUCING TEE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1388,4773,"26.67X21.34MM(3/4X1/2"")BRASS TEE(P144)",No.s,138.00,PRICE PER NO.,REDUCING BRASS TEE,144,ASTM REDUCING TEE - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1389,4774,"33.40X21.34MM(1X1/2"")BRASS TEE (P100)",No.s,153.00,PRICE PER NO.,REDUCING BRASS TEE,100,ASTM REDUCING TEE - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1399,4775,"33.40X26.67MM (1X3/4"") BRASS TEE (P20)",No.s,187.00,PRICE PER NO.,REDUCING BRASS TEE,20,ASTM REDUCING TEE - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1444,4776,"42.16X21.34MM(11/4""X1/2"")BRASS TEE(P28)",No.s,184.00,PRICE PER NO.,REDUCING BRASS TEE,28,ASTM REDUCING TEE - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1355,4778,"26.67X21.34MM(3/4X1/2"")BRASS M.T.A.(P144)",No.s,160.00,PRICE PER NO.,REDUCING BRASS (M.T.A.),144,ASTM REDUCING MALE THREADED ADAPTER (M.T.A.) BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1356,4779,"33.40X21.34MM(1X1/2"")BRASS M.T.A.(P45)",No.s,169.50,PRICE PER NO.,REDUCING BRASS (M.T.A.),45,ASTM REDUCING MALE THREADED ADAPTER (M.T.A.) BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1357,4780,"33.40X26.67MM(1X3/4"")BRASS M.T.A.(P80)",No.s,277.50,PRICE PER NO.,REDUCING BRASS (M.T.A.),80,ASTM REDUCING MALE THREADED ADAPTER (M.T.A.) BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1288,4781,"26.67X21.34MM(3/4X1/2"")BRASS F.T.A.(P180)",No.s,114.50,PRICE PER NO.,REDUCING BRASS (F.T.A.),180,ASTM REDUCING  FEMALE THREADED ADAPTER (F.T.A.) BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1289,4782,"33.40X21.34MM(1X1/2"")BRASS F.T.A.(P150)",No.s,121.50,PRICE PER NO.,REDUCING BRASS (F.T.A.),150,ASTM REDUCING  FEMALE THREADED ADAPTER (F.T.A.) BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1299,4783,"33.40X26.67MM(1X3/4"")BRASS F.T.A.(P80)",No.s,147.00,PRICE PER NO.,REDUCING BRASS (F.T.A.),80,ASTM REDUCING  FEMALE THREADED ADAPTER (F.T.A.) BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2267,4784,"1/2""(20) FAUCET VALVE (P180)",No.s,102.00,PRICE PER NO.,FAUCET VALVE,180,ASTM FAUCET VALVE_(I),Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2268,4785,"1/2""(20) FAUCET II VALVE (P180)",No.s,96.00,PRICE PER NO.,FAUCET VALVE,180,ASTM FAUCET VALVE_(II),Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2239,4792,"26.67MM(3/4"") NON RETURN VALVE SH80(P36)",No.s,245.50,PRICE PER NO.,NON RETURN VALVE,36,ASTM NON RETURN VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2244,4793,"33.40MM(1"") NON RETURN VALVE SH80(P36)",No.s,359.00,PRICE PER NO.,NON RETURN VALVE,36,ASTM NON RETURN VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1339,4777,"26.67X21.34MM(3/4X1/2"")RED. M.T.A. SH80(P550)",No.s,12.50,PRICE PER NO.,REDUCING MALE THREADED ADAPTOR (M.T.A.),550,ASTM REDUCING MALE THREADED ADAPTER (M.T.A),Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1177,4595,"88.90MM(3"") BRASS M.T.A. SH80 (P5)",No.s,1792.00,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),5,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1345,4636,"114.30MM(4"") TANK NIPPLE SH80 (P5)",No.s,578.00,PRICE PER NO.,TANK NIPPLE SOCKET END,5,ASTM TANK NIPPLE SOCKET END,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1888,4637,"21.34MM(1/2"")TANK NIPPLE SOCKET END(P300)",No.s,29.00,PRICE PER NO.,TANK NIPPLE SOCKET END,300,ASTM TANK NIPPLE SOCKET END,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1889,4638,"26.67MM(3/4"")TANK NIPPLE SOCKET END(P200)",No.s,38.50,PRICE PER NO.,TANK NIPPLE SOCKET END,200,ASTM TANK NIPPLE SOCKET END,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1899,4639,"33.40MM(1"")TANK NIPPLE SOCKET END(P120)",No.s,58.50,PRICE PER NO.,TANK NIPPLE SOCKET END,120,ASTM TANK NIPPLE SOCKET END,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2223,4642,"60.32MM(2"")TANK NIPPLE SOCKET END(P15)",No.s,103.50,PRICE PER NO.,TANK NIPPLE SOCKET END,15,ASTM TANK NIPPLE SOCKET END,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2224,4786,"21.34MM(1/2"") HEX NIPPLE SH80 (P600)",No.s,5.00,PRICE PER NO.,HEX NIPPLE,600,ASTM HEX NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2225,4787,"26.67MM(3/4"") HEX NIPPLE SH80 (P500)",No.s,8.50,PRICE PER NO.,HEX NIPPLE,500,ASTM HEX NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2226,4788,"33.40MM(1"") HEX NIPPLE SH80 (P350)",No.s,13.50,PRICE PER NO.,HEX NIPPLE,350,ASTM HEX NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2227,4789,"42.16MM(11/4"") HEX NIPPLE SH80 (P200)",No.s,21.50,PRICE PER NO.,HEX NIPPLE,200,ASTM HEX NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2228,4790,"48.26MM(11/2"") HEX NIPPLE SH80 (P140)",No.s,32.50,PRICE PER NO.,HEX NIPPLE,140,ASTM HEX NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2229,4791,"60.32MM(2"") HEX NIPPLE SH80 (P40)",No.s,52.50,PRICE PER NO.,HEX NIPPLE,40,ASTM HEX NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1346,4619,"73.02MM(21/2"") UNION SH80 (P15)",No.s,448.50,PRICE PER NO.,UNION,15,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1347,4620,"88.9MM(3"") UNION SH80 (P10)",No.s,614.00,PRICE PER NO.,UNION,10,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1348,4621,"114.30MM(4"") UNION SH80 (P5)",No.s,923.50,PRICE PER NO.,UNION,5,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2245,4801,"21.34MM(1/2"") SWEEP BEND SH80 (P120)",No.s,24.00,PRICE PER NO.,SWEEP BEND ,120,ASTM SWEEP BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2246,4802,"26.67MM(3/4"") SWEEP BEND SH80 (P100)",No.s,39.50,PRICE PER NO.,SWEEP BEND ,100,ASTM SWEEP BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2247,4803,"33.40MM(1"") SWEEP BEND SH80 (P50)",No.s,64.50,PRICE PER NO.,SWEEP BEND ,50,ASTM SWEEP BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2248,4804,"42.16MM(11/4"") SWEEP BEND SH80 (P30)",No.s,108.50,PRICE PER NO.,SWEEP BEND ,30,ASTM SWEEP BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2249,4794,"21.34MM(1/2"")CONVERTER COUPLER UPVC-AGRI (P500)",No.s,15.00,PRICE PER NO.,CONVERTER COUPLER UPVC-AGRI,500,ASTM CONVERTER COUPLER UPVC - AGRI,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2255,4795,"33.40MM(1"")CONVERTER COUPLER UPVC-AGRI(P200)",No.s,36.00,PRICE PER NO.,CONVERTER COUPLER UPVC-AGRI,200,ASTM CONVERTER COUPLER UPVC - AGRI,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2256,4796,"21.34MM(1/2"")CONVERTER COUPLER UPVC-CPVC (P500)",No.s,19.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,500,ASTM CONVERTER COUPLER UPVC - CPVC,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2257,4797,"26.67MM(3/4"")CONVERTER COUPLER UPVC-CPVC (P300)",No.s,26.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,300,ASTM CONVERTER COUPLER UPVC - CPVC,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2258,4798,"33.40MM(1"")CONVERTER COUPLER UPVC-CPVC(P200)",No.s,40.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,200,ASTM CONVERTER COUPLER UPVC - CPVC,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2259,4799,"42.16MM(11/4"")CONVERTER COUPLR UPVC-CPVC (P120)",No.s,62.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,120,ASTM CONVERTER COUPLER UPVC - CPVC,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2266,4800,"48.26MM(11/2"")CONVERTER COUPLR UPVC-CPVC (P90)",No.s,108.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,90,ASTM CONVERTER COUPLER UPVC - CPVC,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2334,4805,"33.40MM(1"") UPVC Y STRAINER SH80 (P36)",No.s,963.00,PRICE PER NO.,Y STRAINER,36,ASTM Y STRAINER,Ok
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1111,7505,75MMX87.5° BEND WITH INT RING (P27),No.s,104.50,PRICE PER NO.,PLAIN BEND - 87.5 DEG,27,SWR IRR BEND 87.5° - PLAIN,Ok
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1112,7506,90MM X87.5° BEND WITH INT RING (P26),No.s,138.00,PRICE PER NO.,PLAIN BEND - 87.5 DEG,26,SWR IRR BEND 87.5° - PLAIN,Ok
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1113,7507,110MMX87.5° BEND WITH INT RING (P17),No.s,181.50,PRICE PER NO.,PLAIN BEND - 87.5 DEG,17,SWR IRR BEND 87.5° - PLAIN,Ok
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1114,7508,160MMX87.5° BEND WITH INT RING (P7),No.s,438.50,PRICE PER NO.,PLAIN BEND - 87.5 DEG,7,SWR IRR BEND 87.5° - PLAIN,Ok
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1115,7509,75MMX87.5°BEND (DOOR)WITH INT RING (P21),No.s,131.00,PRICE PER NO.,DOOR BEND - 87.5 DEG,21,SWR IRR BEND 87.5° - DOOR,Ok
