Main Category,"AGRI/
PLUMBING & SANITATION",Product Segment,Material Group Description,Material Code ,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder,Sales Observations (Sachin)
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1156,4603,"88.90MM (3"") F.T.A. SH-80 (P20)",No.s,151.50,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),20,ASTM FEMALE THREADED ADAPTER (F.T.A.),Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1157,4604,"114.30MM(4"")F.T.A. SH80(P10)",No.s,244.00,PRICE PER NO.,FEMALE THREADED ADAPTOR (F.T.A.),10,ASTM FEMALE THREADED ADAPTER (F.T.A.),Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1267,4605,"21.34MM(1/2"")BRASS F.T.A SH80(P210)",No.s,114.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),210,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1268,4606,"26.67MM(3/4"")BRASS F.T.A. SH80(P48)",No.s,142.50,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),48,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1269,4607,"33.40MM(1"")BRASS F.T.A. SH80(P38)",No.s,247.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),38,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1277,4608,"42.16MM(1 1/4"") BRASS F.T.A. SH80 (P32)",No.s,323.50,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),32,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1278,4609,"48.26MM(1 1/2"") BRASS F.T.A. SH80 (P22)",No.s,436.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),22,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1279,4610,"60.32MM (2"") BRASS F.T.A. SH80 (P9)",No.s,691.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),9,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1158,4611,"73.02MM(21/2"") BRASS F.T.A. SH80 (P6)",No.s,1169.00,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),6,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1159,4612,"88.90MM(3"") BRASS F.T.A. SH80 (P5)",No.s,1760.50,PRICE PER NO.,BRASS FEMALE THREADED ADAPTOR (F.T.A.),5,ASTM FEMALE THREADED ADAPTER  (F.T.A.) - BRASS  INSERT,Spelling Mistake
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2233,4613,"21.34MM(1/2"")UNION SH80(P200)",No.s,35.50,PRICE PER NO.,UNION,200,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2234,4614,"26.67MM(3/4"")UNION SH80(P128)",No.s,46.00,PRICE PER NO.,UNION,128,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2235,4615,"33.40MM(1"")UNION SH80(P99)",No.s,72.00,PRICE PER NO.,UNION,99,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2236,4616,"42.16MM(11/4"")UNION SH80(P27)",No.s,99.00,PRICE PER NO.,UNION,27,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2237,4617,"48.26MM(11/2"")UNION SH80(P18)",No.s,142.00,PRICE PER NO.,UNION,18,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2238,4618,"60.32MM(2"")UNION SH80(P10)",No.s,203.50,PRICE PER NO.,UNION,10,ASTM UNION,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1677,4622,"21.34MM (1/2"")STEP OVER BEND SH80(P36)",No.s,52.00,PRICE PER NO.,STEP OVER BEND,36,ASTM STEP OVER BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1678,4623,"26.67MM(3/4"")STEP OVER BEND SH80(P40)",No.s,76.50,PRICE PER NO.,STEP OVER BEND,40,ASTM STEP OVER BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1679,4624,"33.40MM (1"") STEP OVER BEND SH-80 (P16)",No.s,117.00,PRICE PER NO.,STEP OVER BEND,16,ASTM STEP OVER BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1688,4625,"42.19MM (11/4"")STEP OVER BEND SH80(P6)",No.s,200.50,PRICE PER NO.,STEP OVER BEND,6,ASTM STEP OVER BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1689,4626,"48.26MM (11/2"")STEP OVER BEND SH80(P10)",No.s,272.50,PRICE PER NO.,STEP OVER BEND,10,ASTM STEP OVER BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1699,4627,"60.32MM (2"")STEP OVER BEND SH80(P6)",No.s,451.00,PRICE PER NO.,STEP OVER BEND,6,ASTM STEP OVER BEND,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1777,4628,"21.34MM(1/2"")TANK NIPPLE(P210)",No.s,29.00,PRICE PER NO.,TANK NIPPLE,210,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1778,4629,"26.67MM(3/4"")TANK NIPPLE(180)",No.s,38.50,PRICE PER NO.,TANK NIPPLE,180,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1779,4630,"33.40MM(1"")TANK NIPPLE (P100)",No.s,58.50,PRICE PER NO.,TANK NIPPLE,100,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1788,4631,"42.16MM(11/4"")TANK NIPPLE(P70)",No.s,67.00,PRICE PER NO.,TANK NIPPLE,70,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1789,4632,"48.26MM(11/2"")TANK NIPPLE(P60)",No.s,76.00,PRICE PER NO.,TANK NIPPLE,60,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1799,4633,"60.32MM(2"")TANK NIPPLE(P15)",No.s,103.50,PRICE PER NO.,TANK NIPPLE,15,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1339,4634,"73.02MM (21/2"") TANK NIPPLE (P20)",No.s,193.50,PRICE PER NO.,TANK NIPPLE,20,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1344,4635,"88.90MM (3"") TANK NIPPLE (P16)",No.s,292.50,PRICE PER NO.,TANK NIPPLE,16,ASTM TANK NIPPLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1999,4640,"42.16MM(11/4"")TANK NIPPLE SOCKET END(P36)",No.s,67.00,PRICE PER NO.,TANK NIPPLE SOCKET END,36,ASTM TANK NIPPLE SOCKET END,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2222,4641,"48.26MM(11/2"")TANK NIPPLE SOCKET END(P36)",No.s,76.00,PRICE PER NO.,TANK NIPPLE SOCKET END,36,ASTM TANK NIPPLE SOCKET END,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2269,4643,"21.34MM(1/2"")PIPE CLIP(P300)",No.s,2.50,PRICE PER NO.,PIPE CLIP,300,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2277,4644,"26.67MM(3/4"")PIPE CLIP(P1000)",No.s,4.50,PRICE PER NO.,PIPE CLIP,1000,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2278,4645,"33.40MM(1"")PIPE CLIP(P800)",No.s,5.50,PRICE PER NO.,PIPE CLIP,800,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2279,4646,"42.16MM(11/4"")PIPE CLIP(P250)",No.s,6.00,PRICE PER NO.,PIPE CLIP,250,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2288,4647,"48.26MM(11/2"")PIPE CLIP(P250)",No.s,16.00,PRICE PER NO.,PIPE CLIP,250,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2289,4648,"60.32MM(2"")PIPE CLIP(P75)",No.s,18.50,PRICE PER NO.,PIPE CLIP,75,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1349,4649,"73.02MM(21/2"")PIPE CLIP (P100)",No.s,22.00,PRICE PER NO.,PIPE CLIP,100,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1355,4650,"88.90MM(3"")PIPE CLIP (P88)",No.s,25.00,PRICE PER NO.,PIPE CLIP,88,ASTM PIPE CLIPS,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1356,4651,"114.30MM(4"")PIPE CLIP (P60)",No.s,29.50,PRICE PER NO.,PIPE CLIP,60,ASTM PIPE CLIPS,Ok
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,MA1124,9106,"21.34MM(1/2"")METAL CLAMP ASTM PIPE(P300)",No.s,17.50,PRICE PER NO.,METAL CLAMP ASTM PIPE,300,METAL CLAMP - ASTM,Ok
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,MA1125,9107,"26.67MM(3/4"")METAL CLAMP ASTM PIPE(P300)",No.s,16.50,PRICE PER NO.,METAL CLAMP ASTM PIPE,300,METAL CLAMP - ASTM,Ok
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,MA1126,9108,"33.40MM(1"")METAL CLAMP ASTM PIPE(P200)",No.s,19.00,PRICE PER NO.,METAL CLAMP ASTM PIPE,200,METAL CLAMP - ASTM,Ok
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,MA1127,9109,"42.16MM(11/4"")METAL CLAMP ASTMPIPE(P150)",No.s,18.50,PRICE PER NO.,METAL CLAMP ASTM PIPE,150,METAL CLAMP - ASTM,Ok
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,MA1128,9110,"48.26MM(11/2"")METAL CLAMP ASTMPIPE(P150)",No.s,20.00,PRICE PER NO.,METAL CLAMP ASTM PIPE,150,METAL CLAMP - ASTM,Ok
METAL ACCESSORIES,PLUMBING & SANITATION,FITTINGS,METAL ACCESSORIES,MA1129,9111,"60.32MM(2"") METAL CLAMP ASTM PIPE (P120)",No.s,22.00,PRICE PER NO.,METAL CLAMP ASTM PIPE,120,METAL CLAMP - ASTM,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1128,4652,"21.34MM(1/2"")COMPACT BALL VALVE(P30)",No.s,80.50,PRICE PER NO.,COMPACT BALL VALVE,30,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1129,4653,"26.67MM(3/4"")COMPACT BALL VALVE(P20)",No.s,122.00,PRICE PER NO.,COMPACT BALL VALVE,20,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1133,4654,"33.40MM(1"")COMPACT BALL VALVE(P10)",No.s,210.00,PRICE PER NO.,COMPACT BALL VALVE,10,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1134,4655,"42.16MM(11/4"")COMPACT BALL VALVE(P8)",No.s,292.50,PRICE PER NO.,COMPACT BALL VALVE,8,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1135,4656,"48.26MM (11/2"")COMPACT BALL VALVE(P5)",No.s,412.50,PRICE PER NO.,COMPACT BALL VALVE,5,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1136,4657,"60.32MM(2"")COMPACT BALL VALVE(P3)",No.s,765.50,PRICE PER NO.,COMPACT BALL VALVE,3,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1118,4658,"73.02MM (21/2"") COMPACT BALL VALVE (P12)",No.s,1353.00,PRICE PER NO.,COMPACT BALL VALVE,12,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1119,4659,"88.90MM (3"") COMPACT BALL VALVE (P8)",No.s,1920.50,PRICE PER NO.,COMPACT BALL VALVE,8,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1122,4660,"114.30MM (4"") COMPACT BALL VALVE (P3)",No.s,4426.00,PRICE PER NO.,COMPACT BALL VALVE,3,ASTM COMPACT BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1137,4661,"21.34MM(1/2"") UPVC BALL VALVE (P80)",No.s,83.50,PRICE PER NO.,UPVC BALL VALVE,80,ASTM BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1138,4662,"26.67MM(3/4"") UPVC BALL VALVE (P48)",No.s,167.00,PRICE PER NO.,UPVC BALL VALVE,48,ASTM BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1139,4663,"33.40MM(1"") UPVC BALL VALVE (P24)",No.s,317.50,PRICE PER NO.,UPVC BALL VALVE,24,ASTM BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1144,4664,"42.16MM(11/4"") UPVC BALL VALVE (P12)",No.s,518.00,PRICE PER NO.,UPVC BALL VALVE,12,ASTM BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1145,4665,"48.26MM (11/2"") UPVC BALL VALVE (P8)",No.s,801.50,PRICE PER NO.,UPVC BALL VALVE,8,ASTM BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1146,4666,"60.32MM(2"") UPVC BALL VALVE (P4)",No.s,1536.50,PRICE PER NO.,UPVC BALL VALVE,4,ASTM BALL VALVE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2335,4667,"21.34MM(1/2"") BLUE HANDLE UPVC BV (P500)",No.s,19.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,500,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2336,4668,"26.67MM(3/4"") BLUE HANDLE UPVC BV (P360)",No.s,25.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,360,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2337,4669,"33.40MM(1"") BLUE HANDLE UPVC BV (P150)",No.s,43.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,150,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2338,4670,"42.16MM(11/4"") BLUE HANDLE UPVC BV (P120)",No.s,52.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,120,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2339,4671,"48.26MM (11/2"") BLUE HANDLE UPVC BV (P90)",No.s,67.50,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,90,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2344,4672,"60.32MM(2"") BLUE HANDLE UPVC BV (P32)",No.s,123.00,PRICE PER NO.,BALL VALVE ACCESSORIES - BLUE HANDLE,32,ASTM BALL VALVE ACCESSORIES - BLUE HANDLE,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1559,4673,"26.67X21.34MM(3/4X1/2"")RED SH80(P320)",No.s,13.50,PRICE PER NO.,REDUCER,320,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1566,4674,"33.40X21.34MM(1X1/2"")RED SH80(P210)",No.s,23.50,PRICE PER NO.,REDUCER,210,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1567,4675,"33.40X26.67MM(1X3/4"")RED SH80(P200)",No.s,20.00,PRICE PER NO.,REDUCER,200,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1568,4676,"42.16X21.34MM(11/4X1/2"")RED SH80(P80)",No.s,33.00,PRICE PER NO.,REDUCER,80,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1569,4677,"42.16X26.67MM(11/4X3/4"")RED SH80(P80)",No.s,36.50,PRICE PER NO.,REDUCER,80,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1577,4678,"42.16X33.40MM(11/4X1"")RED SH80(P60)",No.s,31.00,PRICE PER NO.,REDUCER,60,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1578,4679,"48.26X21.34MM(11/2X1/2"")RED SH80(P60)",No.s,38.50,PRICE PER NO.,REDUCER,60,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1579,4680,"48.26X26.67MM(11/2X3/4"")RED SH80(P60)",No.s,41.00,PRICE PER NO.,REDUCER,60,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1588,4681,"48.26X33.40MM(11/2X1"")RED SH80(P120)",No.s,47.00,PRICE PER NO.,REDUCER,120,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1589,4682,"48.26X42.16MM(11/2X11/4"")RED SH80(P40)",No.s,41.00,PRICE PER NO.,REDUCER,40,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1599,4683,"60.32X21.34MM(2X1/2"")RED SH80(P45)",No.s,57.50,PRICE PER NO.,REDUCER,45,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1666,4684,"60.32X26.67MM(2X3/4"")RED SH80(P45)",No.s,58.50,PRICE PER NO.,REDUCER,45,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1667,4685,"60.32X33.40MM(2X1"")RED SH80(P36)",No.s,68.50,PRICE PER NO.,REDUCER,36,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1668,4686,"60.32X42.16MM(2X11/4"")RED SH80(P36)",No.s,71.00,PRICE PER NO.,REDUCER,36,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1669,4687,"60.32X48.26MM(2X11/2"")RED SH80 (P36)",No.s,71.50,PRICE PER NO.,REDUCER,36,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1255,4688,"73.02X21.34MM(21/2X1/2"")RED SH-80 (P48)",No.s,91.00,PRICE PER NO.,REDUCER,48,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1256,4689,73.02X26.67MM(21/2X3/4'')RED SH-80 (P48),No.s,91.50,PRICE PER NO.,REDUCER,48,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1257,4690,"73.02X33.40MM (21/2X1"") RED SH-80 (P48)",No.s,90.00,PRICE PER NO.,REDUCER,48,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1258,4691,"73.02X42.16MM(21/2X11/4"")RED SH-80 (P50)",No.s,108.50,PRICE PER NO.,REDUCER,50,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1259,4692,"73.02X48.26MM(21/2X11/2"")RED SH-80 (P40)",No.s,112.00,PRICE PER NO.,REDUCER,40,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1266,4693,"73.02X60.32MM(21/2X2"")RED SH80(P36)",No.s,114.50,PRICE PER NO.,REDUCER,36,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1267,4694,"88.90X21.34MM(3X1/2"")RED SH80(P24)",No.s,123.00,PRICE PER NO.,REDUCER,24,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1268,4695,"88.90X26.67MM(3X3/4"")RED SH80(P32)",No.s,125.50,PRICE PER NO.,REDUCER,32,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1269,4696,"88.90X33.40MM(3X1"")RED SH80(P32)",No.s,129.50,PRICE PER NO.,REDUCER,32,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1277,4697,"88.90X42.16MM(3X11/4"")RED SH80(P40)",No.s,129.50,PRICE PER NO.,REDUCER,40,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1278,4698,"88.90X48.26MM(3X11/2"")RED SH80(P25)",No.s,145.50,PRICE PER NO.,REDUCER,25,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1279,4699,"88.90X60.32MM(3X2"")RED SH80(P20)",No.s,152.00,PRICE PER NO.,REDUCER,20,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1288,4700,"88.90X73.02MM(3X21/2"")RED SH80(P25)",No.s,170.00,PRICE PER NO.,REDUCER,25,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1289,4701,"114.30X21.34MM(4X1/2"")RED SH80(P20)",No.s,210.50,PRICE PER NO.,REDUCER,20,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1299,4702,"114.30X26.67MM(4X3/4"")RED SH80(P20)",No.s,212.00,PRICE PER NO.,REDUCER,20,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1333,4703,"114.30X33.40MM(4X1"")RED SH80(P20)",No.s,213.50,PRICE PER NO.,REDUCER,20,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1334,4704,"114.30X42.16MM(4X11/4"")RED SH80(P16)",No.s,216.00,PRICE PER NO.,REDUCER,16,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1335,4705,"114.30X48.26MM(4X11/2"")RED SH80(P16)",No.s,217.50,PRICE PER NO.,REDUCER,16,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1336,4706,"114.30X60.32MM(4X2"")RED SH80(P16)",No.s,222.50,PRICE PER NO.,REDUCER,16,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1337,4707,"114.30X73.02MM(4X21/2"")RED SH80(P12)",No.s,272.00,PRICE PER NO.,REDUCER,12,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1338,4708,"114.30X88.90MM(4X3"")RED SH80(P14)",No.s,279.00,PRICE PER NO.,REDUCER,14,ASTM REDUCER,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1111,4709,"26.67X21.34MM(3/4X1/2"")R.BUSH SH80(P700)",No.s,5.00,PRICE PER NO.,REDUCING BUSH,700,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1112,4710,"33.40X21.34MM(1X1/2"")R.BUSH SH80(P420)",No.s,11.50,PRICE PER NO.,REDUCING BUSH,420,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1113,4711,"33.40X26.67MM(1X3/4"")R.BUSH SH80(P490)",No.s,7.50,PRICE PER NO.,REDUCING BUSH,490,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1114,4713,"42.16X26.67MM(11/4X3/4"")R.BUSH SH80(P120)",No.s,20.50,PRICE PER NO.,REDUCING BUSH,120,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1115,4712,"42.16X21.34MM(11/4X1/2"")R.BUSH SH80(P96)",No.s,46.50,PRICE PER NO.,REDUCING BUSH,96,ASTM REDUCING BUSH,Ok
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1116,4714,"42.16X33.40MM(11/4X1"")R.BUSH SH80(P240)",No.s,13.00,PRICE PER NO.,REDUCING BUSH,240,ASTM REDUCING BUSH,Ok
